Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Karen,Karen,None,4,5,"KSh 85,000,000",House,Sale
Mtwapa,Mtwapa township,2000 ft²,3,3,"KSh 8,500,000",House,Sale
Kyuna,Westlands,None,4,4,"KSh 58,000,000",House,Sale
Mombasa Island,Mombasa Island,None,5,3,"KSh 48,000,000",House,Sale
0708J,"Kileleshwa Estate., Kileleshwa",3600 ft²,4,5,"KSh 30,000,000",House,Sale
Ruiru,Ruiru,None,3,4,"KSh 10,500,000",House,Sale
Ruiru,Ruiru,None,3,,"KSh 9,500,000",House,Sale
Kiambu road,"Runda, Westlands",None,4,5,"KSh 62,000,000",House,Sale
Spring Valley,Westlands,None,5,6,"KSh 70,000,000",House,Sale
Karen,Karen,None,4,5,"KSh 75,000,000",House,Sale
Karen,Karen,None,5,6,"KSh 70,000,000",House,Sale
Plainsview,South B,None,4,3,"KSh 17,000,000",House,Sale
O,Karen,None,5,5,"KSh 99,000,000",House,Sale
O,Karen,None,5,5,"KSh 270,000,000",House,Sale
Karen,Karen,None,4,4,"KSh 75,000,000",House,Sale
Karen,Karen,None,4,4,"KSh 130,000,000",House,Sale
Karen,Karen,None,5,5,"KSh 75,000,000",House,Sale
Ridgeways,Ridgeways,None,4,5,"KSh 100,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 110,000,000",House,Sale
Embakasi,Embakasi,None,3,3,"KSh 12,600,000",House,Sale
Kileleshwa,Kileleshwa,None,5,5,"KSh 38,000,000",House,Sale
Lavington,Lavington,None,5,5,"KSh 55,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
Karen,Karen,None,10,10,"KSh 145,000,000",House,Sale
Kyuna,Westlands,None,5,4,"KSh 100,000,000",House,Sale
Diani beach road,Diani,300 m²,3,4,"KSh 19,990,000",House,Sale
O,Lavington,None,6,6,"KSh 90,000,000",House,Sale
Lavington,Lavington,None,4,4,"KSh 26,000,000",House,Sale
Kiambu road,Kiambu Road,None,4,5,"KSh 32,000,000",House,Sale
Runda,Westlands,None,4,4,"KSh 145,000,000",House,Sale
Kileleshwa,Kileleshwa,None,4,,"KSh 42,000,000",House,Sale
Lavington,Lavington,505 m²,5,4,"KSh 62,000,000",House,Sale
Runda,Westlands,2699 m²,2,2,"KSh 68,000,000",House,Sale
Kitisuru,Westlands,None,7,10,"KSh 705,000,000",House,Sale
Runda,Westlands,None,7,8,"KSh 300,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,3,"KSh 32,000,000",House,Sale
Thome,Roysambu,None,5,6,"KSh 100,000,000",House,Sale
Kitengela,Kitengela,None,3,2,"KSh 6,500,000",House,Sale
Nyali,Nyali Area,5540 ft²,5,7,"KSh 37,000,000",House,Sale
Karen Road,Karen,None,3,3,"KSh 85,000,000",House,Sale
Kitengela,Kitengela,None,4,3,"KSh 8,000,000",House,Sale
Hillcrest road,Karen,None,10,10,"KSh 155,000,000",House,Sale
O,"mukoma road, Karen",None,4,4,"KSh 60,000,000",House,Sale
Ruiru,Ruiru,None,5,5,"KSh 18,000,000",House,Sale
Karen,Karen,3500 ft²,4,5,"KSh 75,000,000",House,Sale
Loresho,Westlands,3500 ft²,4,5,"KSh 70,000,000",House,Sale
Kiambu Road,Kiambu Road,300 m²,4,5,"KSh 36,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 330,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 250,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 90,000,000",House,Sale
Karen,Karen,None,4,5,"KSh 75,000,000",House,Sale
Karen,Karen,None,5,5,"KSh 70,000,000",House,Sale
Spring Valley,Westlands,None,5,5,"KSh 90,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
O,"miotoni road, Karen",None,9,10,"KSh 450,000,000",House,Sale
Hardy,Karen,None,5,5,"KSh 165,000,000",House,Sale
Shopping centre,Karen,None,5,5,"KSh 290,000,000",House,Sale
O,"Daggorett road, Karen",None,4,4,"KSh 75,000,000",House,Sale
Karen,Karen,None,4,4,"KSh 90,000,000",House,Sale
O,"Kifaru road, Karen",None,4,4,"KSh 95,000,000",House,Sale
O,Karen,None,7,8,"KSh 180,000,000",House,Sale
Ridgeways,Ridgeways,4000 ft²,4,4,"KSh 70,000,000",House,Sale
Matangi road,"Ruiru matangi, Kamakis, Ruiru",None,3,4,"KSh 7,500,000",House,Sale
ruiru,"Kamakis, Ruiru",None,3,4,"KSh 6,500,000",House,Sale
Greenspot road,"Kamakis, Ruiru",None,4,3,"KSh 15,000,000",House,Sale
Kyuna,Westlands,None,4,3,"KSh 80,000,000",House,Sale
ruiru,Ruiru,None,4,3,"KSh 8,000,000",House,Sale
mukoma road,Karen,None,4,5,"KSh 85,000,000",House,Sale
Kalimoni,Juja,145 m²,3,3,"KSh 8,750,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 38,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 40,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 30,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 85,000,000",House,Sale
RUNDA,"Runda, Westlands",None,5,6,"KSh 150,000,000",House,Sale
Ridgeways,Ridgeways,None,7,7,"KSh 110,000,000",House,Sale
Muthangari,Lavington,None,4,5,"KSh 78,000,000",House,Sale
ng'undu,"Joska, Kamulu Joska Malaa",134 m²,3,3,"KSh 6,950,000",House,Sale
O,Lavington,None,4,4,"KSh 68,000,000",House,Sale
Ngong,Ngong,180 m²,3,2,"KSh 10,500,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 70,000,000",House,Sale
Kikambala,Kikambala,None,2,4,"KSh 18,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
Runda,Westlands,None,5,6,"KSh 155,000,000",House,Sale
Maji Mazuri,Lavington,None,4,5,"KSh 145,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 24,500,000",House,Sale
Runda,Westlands,None,5,5,"KSh 125,000,000",House,Sale
Runda,Westlands,None,5,,"KSh 90,000,000",House,Sale
Mzima Springs,Lavington,None,4,5,"KSh 130,000,000",House,Sale
Namanga Road,Kitengela,None,3,3,"KSh 6,500,000",House,Sale
PHASE 5,Buruburu,None,4,2,"KSh 13,000,000",House,Sale
Lavington,Lavington,None,6,6,"KSh 90,000,000",House,Sale
thangira,"kenol, Murang'a County",1 ac,3,2,"KSh 25,000,000",House,Sale
Gikambura,Kikuyu,None,4,5,"KSh 16,500,000",House,Sale
Garden Estate Road,"Garden Estate, Roysambu",None,4,5,"KSh 55,000,000",House,Sale
Kimunyu,Kenyatta Road,494 m²,3,3,"KSh 5,950,000",House,Sale
Karen,Karen,None,5,6,"KSh 130,000,000",House,Sale
Ruiru,Ruiru,None,4,5,"KSh 16,000,000",House,Sale
Kilifi,Kilifi,494 m²,3,3,"KSh 8,500,000",House,Sale
Lavington,Lavington,None,5,5,"KSh 55,000,000",House,Sale
Runda,Westlands,None,4,3,"KSh 85,000,000",House,Sale
Runda,Westlands,None,5,,"KSh 130,000,000",House,Sale
enkasiti,Kitengela,None,4,4,"KSh 13,200,000",House,Sale
Lavington,Lavington,None,None,None,"KSh 63,000,000",House,Sale
galaxy resort,Kitengela,460 m²,6,,"KSh 31,000,000",House,Sale
Malindi,Malindi,None,3,3,"KSh 105,000,000",House,Sale
Malindi,Malindi,None,4,4,"KSh 50,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 30,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 55,000,000",House,Sale
Bamburi,Bamburi,None,6,4,"KSh 39,000,000",House,Sale
Green,"Njathaini road, Runda, Westlands",None,4,5,"KSh 35,000,000",House,Sale
Kalimoni,"Juja, Ruiru",None,3,3,"KSh 7,500,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 30,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 32,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 40,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 88,000,000",House,Sale
Kikuyu Town,Kikuyu,None,3,3,"KSh 9,500,000",House,Sale
South C,South C,None,4,3,"KSh 24,000,000",House,Sale
Miotoni West Road,Karen,None,5,4,"KSh 245,403,755",House,Sale
Five Star Meadows,Kiambu Road,None,4,4,"KSh 41,000,000",House,Sale
Bofa Road,Kilifi,None,3,,"KSh 283,050,000",House,Sale
Lavington,Lavington,None,4,3,"KSh 65,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,3,"KSh 158,500,000",House,Sale
Kitengela,Kitengela,None,2,2,"KSh 55,000,000",House,Sale
Runda,Westlands,505 m²,4,4,"KSh 32,500,000",House,Sale
502,"Bomas, Karen",None,5,6,"KSh 130,000,000",House,Sale
precious court,"Membley, Ruiru",299 m²,6,4,"KSh 32,000,000",House,Sale
tena estate,Jogoo Road,None,5,3,"KSh 40,000,000",House,Sale
Lavington,Lavington,None,5,6,"KSh 75,000,000",House,Sale
Lavington,Lavington,None,5,6,"KSh 55,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
Naivas Bamburi,Bamburi,None,3,2,"KSh 4,000,000",House,Sale
Karen,Karen,None,5,6,"KSh 90,000,000",House,Sale
Nyari,Westlands,None,4,5,"KSh 130,000,000",House,Sale
Lavington,Lavington,None,6,6,"KSh 73,600,000",House,Sale
Off peponi road,"Spring Valley, Westlands",None,5,5,"KSh 85,000,000",House,Sale
Miotoni Karen,Karen,None,5,6,"KSh 77,700,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 65,000,000",House,Sale
Ngong,Ngong,None,3,4,"KSh 6,100,000",House,Sale
Ngong,Ngong,None,4,5,"KSh 14,500,000",House,Sale
Ngong,Ngong,None,3,4,"KSh 7,500,000",House,Sale
Ngong,Ngong,None,4,5,"KSh 24,500,000",House,Sale
Ngong,Ngong,None,3,4,"KSh 8,500,000",House,Sale
Lavington,Lavington,None,5,6,"KSh 75,000,000",House,Sale
James Gichuru Road,Lavington,None,5,5,"KSh 75,000,000",House,Sale
Muthaiga,Muthaiga,None,6,6,"KSh 300,000,000",House,Sale
Loresho,Westlands,None,5,5,"KSh 150,000,000",House,Sale
PQ9,"Gitanga Rd, Lavington",None,4,6,"KSh 85,000,000",House,Sale
Karen,Karen,None,4,5,"KSh 75,000,000",House,Sale
Karen,Karen,None,5,5,"KSh 70,000,000",House,Sale
Lavington,Lavington,None,4,6,"KSh 60,000,000",House,Sale
Langata,Langata,None,4,4,"KSh 39,500,000",House,Sale
Lavington,Lavington,None,5,5,"KSh 125,000,000",House,Sale
0626J,"Lavington Estate, Lavington",1711 ft²,4,4,"KSh 26,000,000",House,Sale
Kileleshwa,Kileleshwa,None,5,4,"KSh 45,000,000",House,Sale
Kitengela,Kitengela,None,4,2,"KSh 11,000,000",House,Sale
0625J,"Kirawa Road, Kitisuru, Westlands",2000 ft²,4,4,"KSh 45,000,000",House,Sale
Donholm,Donholm,None,2,2,"KSh 14,000,000",House,Sale
Kirawa Road,"Kitisuru, Westlands",548 m²,6,5,"KSh 47,000,000",House,Sale
Hillcrest road,Karen,None,10,10,"KSh 155,000,000",House,Sale
Karen,Karen,None,4,4,"KSh 60,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
Hardy town,Karen Hardy,None,5,5,"KSh 165,000,000",House,Sale
O,"Shopping centre, Karen",None,4,4,"KSh 70,000,000",House,Sale
O,"miotoni road, Karen",None,9,10,"KSh 450,000,000",House,Sale
The hub,Karen,None,5,5,"KSh 290,000,000",House,Sale
O,"Daggorett road, Karen",None,4,4,"KSh 75,000,000",House,Sale
miotoni road,Karen,None,4,4,"KSh 90,000,000",House,Sale
O,"Kifaru road, Karen",None,4,4,"KSh 95,000,000",House,Sale
O,"Mukoma Banda lane, Karen",None,4,4,"KSh 85,000,000",House,Sale
Kcb Karen,Karen,None,5,5,"KSh 180,000,000",House,Sale
Karen,Karen,None,7,7,"KSh 200,000,000",House,Sale
O,"Alolua, Karen",None,5,5,"KSh 99,000,000",House,Sale
Bongani road,Karen,None,5,5,"KSh 270,000,000",House,Sale
Karen,Karen,None,6,6,"KSh 135,000,000",House,Sale
O,"Bomas of Kenya, Karen",None,4,4,"KSh 75,000,000",House,Sale
Karen,Karen,None,5,5,"KSh 99,000,000",House,Sale
Vipingo Ridge,Vipingo,None,3,3,"KSh 65,000,000",House,Sale
Kitengela,Kitengela,None,2,2,"KSh 98,000,000",House,Sale
Mimosa Road,", Runda, Westlands",2024 m²,8,8,"KSh 200,000,000",House,Sale
Chalbi Drive,Lavington,None,5,5,"KSh 98,250,000",House,Sale
89,"Loresho Ridge, Loresho, Westlands",None,5,5,"KSh 68,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 75,000,000",House,Sale
Nyali Area,Nyali,None,4,5,"KSh 48,000,000",House,Sale
Karen,Karen,None,5,6,"KSh 105,000,000",House,Sale
Langata,Langata,1880 ft²,4,3,"KSh 18,000,000",House,Sale
Ongata Rongai,Ongata Rongai,3500 ft²,4,5,"KSh 32,000,000",House,Sale
Athi River,Athi River,None,4,4,"KSh 25,500,000",House,Sale
Thika,Thika,None,6,6,"KSh 35,000,000",House,Sale
78s,"Mokoyeti south Road, Karen",None,5,6,"KSh 75,000,000",House,Sale
Karen,Karen,None,9,10,"KSh 450,000,000",House,Sale
Yukos,Kitengela,None,5,2,"KSh 23,500,000",House,Sale
Lower Kabete,Westlands,None,5,5,"KSh 90,000,000",House,Sale
Near Lake Naivasha resort,Naivasha,None,3,2,"KSh 13,000,000",House,Sale
Lavington,Lavington,None,5,6,"KSh 60,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
Limuru Town,Limuru,None,4,3,"KSh 20,000,000",House,Sale
Rabai road,Buruburu,None,4,3,"KSh 22,700,000",House,Sale
Runda,Westlands,None,5,5,"KSh 165,000,000",House,Sale
Naivasha,Naivasha,None,3,4,"KSh 10,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 150,000,000",House,Sale
O,"Runda, Westlands",None,5,5,"KSh 45,000,000",House,Sale
O,"Runda, Westlands",None,5,5,"KSh 350,000,000",House,Sale
Runda,Westlands,None,4,5,"KSh 40,000,000",House,Sale
Runda,Westlands,None,6,7,"KSh 250,000,000",House,Sale
O,"Runda, Westlands",None,6,6,"KSh 140,000,000",House,Sale
O,"Runda, Westlands",None,7,7,"KSh 240,000,000",House,Sale
Runda,Westlands,None,4,4,"KSh 85,000,000",House,Sale
,", Kiambu Road",None,4,6,"KSh 32,000,000",House,Sale
0619J,"shanzu road, Spring Valley, Westlands",3500 ft²,5,5,"KSh 68,000,000",House,Sale
Kirawa Road near ISK,"Kitisuru, Westlands",None,4,5,"KSh 85,000,000",House,Sale
Ngong,Ngong,None,4,4,"KSh 14,500,000",House,Sale
Section 58 Naka,Nakuru,None,6,6,"KSh 120,000,000",House,Sale
Dennis Pritt Rd,"Palm Spring Gardens, Dennis Pritt",None,4,5,"KSh 69,000,000",House,Sale
Karen,Karen,None,5,6,"KSh 70,000,000",House,Sale
Oloolua,Karen,None,5,6,"KSh 99,000,000",House,Sale
Lavington,Lavington,None,5,6,"KSh 60,000,000",House,Sale
101,"safari park, Garden Estate, Roysambu",400 m²,5,6,"KSh 45,000,000",House,Sale
Ongata Rongai,Ongata Rongai,3200 ft²,4,5,"KSh 24,500,000",House,Sale
Ngong,Ngong,3500 ft²,5,6,"KSh 50,000,000",House,Sale
0619J,"Brookside Estate, Brookside, Westlands",3600 ft²,4,4,"KSh 45,000,000",House,Sale
0619n,Karen Hardy,5400 ft²,5,5,"KSh 600,000,000",House,Sale
Kyuna,Westlands,None,5,6,"KSh 88,000,000",House,Sale
Kitengela,Kitengela,None,3,4,"KSh 6,500,000",House,Sale
Ongata Rongai,Ongata Rongai,1800 ft²,4,3,"KSh 7,300,000",House,Sale
Redhill,Redhill,None,3,4,"KSh 29,000,000",House,Sale
Thika,Thika,None,3,3,"KSh 8,900,000",House,Sale
Westlands Area,Westlands,None,2,2,"KSh 8,600,000",House,Sale
Lavington,Lavington,630 m²,5,6,"KSh 115,000,000",House,Sale
Kitisuru,Westlands,None,5,6,"KSh 120,000,000",House,Sale
Lavington,Lavington,None,6,6,"KSh 150,000,000",House,Sale
O,Lavington,None,5,5,"KSh 85,000,000",House,Sale
Lavington,Lavington,None,5,5,"KSh 130,000,000",House,Sale
Runda,Westlands,None,5,6,"KSh 115,000,000",House,Sale
Karen,Karen,None,4,5,"KSh 75,000,000",House,Sale
Mombasa Road,Athi River,1 ac,5,4,"KSh 45,000,000",House,Sale
Mombasa Road,Machakos,328 m²,4,4,"KSh 22,400,000",House,Sale
Nyali Area,Nyali,None,4,3,"KSh 55,000,000",House,Sale
Kikambala,Kikambala,None,4,5,"KSh 65,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 25,000,000",House,Sale
55,"Runda Road, Runda, Westlands",None,6,6,"KSh 350,000,000",House,Sale
Mitikenda,"Kamakis, Ruiru",None,5,4,"KSh 20,000,000",House,Sale
Mtepeni,Mtwapa,1 ac,3,3,"KSh 32,500,000",House,Sale
Kiambu Road,Kiambu Road,None,4,3,"KSh 33,000,000",House,Sale
O,"Runda, Westlands",None,4,4,"KSh 40,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 75,000,000",House,Sale
Muteero,Karen,None,4,4,"KSh 75,000,000",House,Sale
O,"Ushirika road, Karen",None,4,4,"KSh 130,000,000",House,Sale
Karen,Bomas of Kenya,None,4,4,"KSh 75,000,000",House,Sale
Runda,Westlands,None,4,4,"KSh 160,000,000",House,Sale
Karen,Karen,None,5,5,"KSh 75,000,000",House,Sale
O,Karen,None,6,6,"KSh 135,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 80,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 130,000,000",House,Sale
Diani,Diani,350 m²,5,3,Price not communicated,House,Sale
Muteero,Karen,None,4,4,"KSh 75,000,000",House,Sale
Kwa kabogo mugutha,"Mugutha, Eastern ByPass, Ruiru",None,4,5,"KSh 14,500,000",House,Sale
Marula,Karen,1 ac,5,5,"KSh 130,000,000",House,Sale
Gitanga Road,Lavington,None,4,3,"KSh 26,000,000",House,Sale
Mukoma,Karen,None,4,4,"KSh 85,000,000",House,Sale
Kifaru Road,Karen Hardy,None,4,4,"KSh 95,000,000",House,Sale
Paradise Lost,Kiambu Road,None,4,4,"KSh 60,000,000",House,Sale
Miotoni,Karen,None,9,9,"KSh 450,000,000",House,Sale
Gitanga Road,Lavington,None,4,4,"KSh 185,000,000",House,Sale
Behind spur mall,"Mugutha, Ruiru",None,4,4,"KSh 16,500,000",House,Sale
South C,South C,None,4,2,"KSh 21,000,000",House,Sale
Spring Valley,Westlands,None,4,4,"KSh 59,000,000",House,Sale
0614J,"Kitisuru Estate., Kitisuru, Westlands",24000 ft²,10,5,"KSh 1,200,000,000",House,Sale
Karen,Karen,2026 m²,4,4,"KSh 65,000,000",House,Sale
167,"Sylver Hill Street, at Tatu City, Tatu City, Ruiru",6000 ft²,5,5,"KSh 35,000,000",House,Sale
Eastern Bypass,Ruiru,None,4,4,"KSh 13,600,000",House,Sale
Kiambu Road,"Runda, Westlands",None,5,5,"KSh 75,000,000",House,Sale
Runda Gardens,Kiambu Road,None,4,4,"KSh 40,000,000",House,Sale
Kitisuru,Westlands,None,5,5,"KSh 125,000,000",House,Sale
Mumwe,"Runda, Westlands",None,5,5,"KSh 350,000,000",House,Sale
Hardy,Karen Hardy,None,4,4,"KSh 130,000,000",House,Sale
Kitusuru,"Kitisuru, Westlands",None,5,5,"KSh 125,000,000",House,Sale
O,"Kiambu road, Kiambu Road",None,4,4,"KSh 40,000,000",House,Sale
Runda paradise,"Runda, Westlands",None,4,4,"KSh 85,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 78,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 39,500,000",House,Sale
Runda Palm Gardens,Kiambu Road,None,5,5,"KSh 75,000,000",House,Sale
Kcb Karen,Karen,None,5,5,"KSh 180,000,000",House,Sale
O,Karen,None,7,7,"KSh 180,000,000",House,Sale
Alolua,Karen,None,5,5,"KSh 99,000,000",House,Sale
O,"mukoma road, Karen",None,4,5,"KSh 85,000,000",House,Sale
O,"Bongani road, Karen",None,5,5,"KSh 270,000,000",House,Sale
Kifaru road,Karen,None,4,4,"KSh 95,000,000",House,Sale
O,"Muteero estate, Karen",None,5,5,"KSh 75,000,000",House,Sale
Karen,Karen,None,6,6,"KSh 135,000,000",House,Sale
Karen,Karen,None,7,7,"KSh 95,000,000",House,Sale
O,"Marula road, Karen",None,5,5,"KSh 130,000,000",House,Sale
O,Karen,None,4,4,"KSh 75,000,000",House,Sale
Kitisuru,Westlands,None,5,5,"KSh 125,000,000",House,Sale
Lavington,Lavington,None,4,5,"KSh 60,000,000",House,Sale
Kitisuru,Westlands,399 m²,4,5,"KSh 75,000,000",House,Sale
Kitengela Acacia,Kitengela,145 m²,3,4,"KSh 7,000,000",House,Sale
Nyali Area,Nyali,None,4,None,"KSh 33,000,000",House,Sale
Eastern bypass,"Membley, Ruiru",None,4,4,"KSh 26,000,000",House,Sale
Lavington,Lavington,None,6,6,"KSh 130,000,000",House,Sale
Forest Edge Road,Karen,None,5,5,"KSh 135,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 88,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 40,000,000",House,Sale
Runda,Kiambu Road,None,4,4,"KSh 40,000,000",House,Sale
Mombasa Road,Athi River,156 m²,3,2,"KSh 14,250,000",House,Sale
Runda,Westlands,None,8,8,"KSh 200,000,000",House,Sale
Lavington,Lavington,550 m²,5,6,"KSh 130,000,000",House,Sale
Lavington,Lavington,500 m²,5,6,"KSh 130,000,000",House,Sale
Namanga Road,Kajiado,225 m²,4,4,"KSh 13,000,000",House,Sale
Nkoroi,Ongata Rongai,None,4,3,"KSh 7,500,000",House,Sale
71,"Lavington Road, Lavington",None,6,7,"KSh 60,000,000",House,Sale
Lavington,Lavington,None,6,7,"KSh 73,530,000",House,Sale
Lavington,Lavington,None,5,5,"KSh 65,000,000",House,Sale
Ridgeways,Ridgeways,None,5,3,"KSh 70,000,000",House,Sale
Knagru Road,Komarock,None,3,3,"KSh 8,200,000",House,Sale
Karen,Karen,None,4,5,"KSh 70,000,000",House,Sale
Karen,Karen,None,5,6,"KSh 70,000,000",House,Sale
Ngong,Ngong,None,4,5,"KSh 13,500,000",House,Sale
Spring Valley,Westlands,None,4,4,"KSh 76,000,000",House,Sale
Crystal,Mombasa Road,None,4,3,"KSh 15,000,000",House,Sale
Maziwa,"Mzima Spring, Lavington",None,5,5,"KSh 135,000,000",House,Sale
Oleitoktok,Kileleshwa,None,3,2,"KSh 30,000,000",House,Sale
85H,"mugumo Road, Lavington",None,4,4,"KSh 160,000,000",House,Sale
Membley,Ruiru,250 m²,4,4,"KSh 29,500,000",House,Sale
Lavington,Lavington,None,5,5,"KSh 60,000,000",House,Sale
Lavington,"Brookside, Westlands",None,5,5,"KSh 75,000,000",House,Sale
Kiambu Paradise road,Kiambu Road,None,4,4,"KSh 31,000,000",House,Sale
Westland,"General Mathenge, Westlands",None,4,4,"KSh 50,000,000",House,Sale
Tigoni,Limuru,None,4,4,"KSh 50,000,000",House,Sale
Kiambu Road,Kiambu Road,None,4,4,"KSh 30,000,000",House,Sale
Membley,Ruiru,None,4,5,"KSh 26,000,000",House,Sale
East Church Road,"Westlands Area, Westlands",2800 ft²,5,4,"KSh 41,500,000",House,Sale
Bustani Estate,"Syokimau, Mombasa Road",2000 ft²,3,3,"KSh 13,000,000",House,Sale
Behind Zetech University,"Near Rainbow Resort, Ruiru",2400 ft²,3,2,"KSh 18,000,000",House,Sale
Karen,Karen,None,5,5,"KSh 130,000,000",House,Sale
Karen,Karen,None,4,4,"KSh 97,000,000",House,Sale
Karen,Karen,None,6,6,"KSh 99,000,000",House,Sale
Brookside,Westlands,None,5,5,"KSh 96,000,000",House,Sale
Kyuna,Westlands,None,4,4,"KSh 48,000,000",House,Sale
Runda,Westlands,None,5,5,"KSh 62,000,000",House,Sale
Mumwe,"Runda, Westlands",None,5,5,"KSh 350,000,000",House,Sale
Runda,Westlands,None,6,6,"KSh 140,000,000",House,Sale
Paradise road,Kiambu Road,None,4,4,"KSh 60,000,000",House,Sale
Kagundo road,"Joska, Kamulu Joska Malaa",None,3,3,"KSh 9,500,000",House,Sale
Kagundo road,"Joska, Kamulu Joska Malaa",None,4,4,"KSh 15,000,000",House,Sale
Northern Bypass,"Membley, Ruiru",None,4,4,"KSh 25,000,000",House,Sale
Kenyatta road,Juja,None,3,3,"KSh 9,000,000",House,Sale
Naivasha,Naivasha,None,4,4,"KSh 15,000,000",House,Sale
lavington,Lavington,None,5,5,"KSh 95,000,000",House,Sale
Kiambu rd,Kiambu Road,None,4,4,"KSh 35,000,000",House,Sale
Mtwapa,Mtwapa,None,3,4,"KSh 40,000,000",House,Sale
Kimalat Area,Kitengela,907 ft²,3,2,"KSh 5,500,000",House,Sale
Pipeline,Nakuru County,None,4,4,"KSh 15,000,000",House,Sale
Kitengela,Kitengela,None,3,3,"KSh 6,500,000",House,Sale
Kiambu Paradise road,Kiambu Road,None,4,4,"KSh 60,000,000",House,Sale
Runda,Westlands,None,6,6,"KSh 140,000,000",House,Sale
Mumwe,"Runda, Westlands",None,5,5,"KSh 350,000,000",House,Sale
Ngong,Ngong,None,3,3,"KSh 6,000,000",House,Sale
Ngong,Ngong,None,3,4,"KSh 6,000,000",House,Sale
Road,"Miotoni, Karen",None,4,4,"KSh 90,000,000",House,Sale
Diani,Diani,360 m²,3,3,Price not communicated,House,Sale
Ngumo Estate,Ngumo Estate,None,3,1,"KSh 16,000,000",House,Sale
Loresho,Westlands,None,5,5,"KSh 160,000,000",House,Sale
Off weigh bridge,Mtwapa,None,3,3,"KSh 8,500,000",House,Sale
Kitengela,Kitengela,None,3,3,"KSh 7,000,000",House,Sale
Karen,Karen,None,5,6,"KSh 135,000,000",House,Sale
Garden Estate,Roysambu,None,5,6,"KSh 70,000,000",House,Sale
Lavignton,Lavington,698 m²,5,6,"KSh 149,500,000",House,Sale
Langata,Langata Road,None,4,4,"KSh 23,900,000",House,Sale
off Riara road,"RIara road near Junction Mall, Riara Road",None,4,4,"KSh 53,900,000",House,Sale
Kiambu road,Kiambu Road,None,5,5,"KSh 24,000,000",House,Sale
O,"Runda, Westlands",200 m²,6,6,"KSh 140,000,000",House,Sale
Ushirika road,Karen,200 m²,4,4,"KSh 130,000,000",House,Sale
